x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7
581.418,235.853,115.299,324.675,749.138,257.825,72.276,286.669,843.776,172.307,462.534,116.520,76.406,177.105
581.154,234.593,115.577,324.340,747.799,256.767,74.994,295.942,842.271,171.980,458.545,117.728,76.365,177.013
581.736,236.715,114.111,325.702,750.855,259.116,74.517,303.347,843.555,173.822,448.629,118.462,75.494,177.955
581.673,236.890,113.515,326.137,748.683,257.486,70.232,303.777,842.468,173.770,433.434,118.291,75.076,178.488
581.561,237.187,114.042,325.323,747.719,256.738,65.634,301.929,840.454,172.943,419.030,119.399,75.024,178.474
582.142,239.744,112.355,326.428,751.148,259.187,59.906,298.415,841.738,174.791,404.981,121.455,74.261,179.609
582.348,240.406,111.607,326.233,748.301,257.173,55.171,294.794,841.072,174.899,394.463,123.088,74.105,179.570
582.135,240.473,110.621,326.090,747.769,256.754,51.353,291.854,839.163,174.133,383.751,125.043,73.846,179.859
582.557,243.112,109.461,325.898,750.587,258.930,45.223,287.436,840.187,175.626,374.321,126.672,73.045,181.283
582.496,242.586,108.385,325.251,749.695,258.352,39.556,278.887,839.105,175.442,365.309,128.285,73.055,181.160
582.419,245.385,107.615,324.398,747.103,256.358,35.475,265.664,837.562,174.639,357.507,129.735,72.869,181.244
582.789,253.938,105.705,324.905,750.799,259.204,34.308,245.116,838.947,176.308,349.711,131.592,72.453,182.175
584.427,258.222,105.080,324.387,748.873,257.673,33.626,226.441,837.906,175.924,343.945,132.853,72.444,182.479
585.993,261.911,104.357,324.406,747.322,256.460,31.734,209.680,837.947,176.144,337.417,134.303,72.878,182.295
588.138,265.697,102.387,325.462,750.512,258.979,29.990,194.247,838.985,177.519,330.317,136.041,72.632,183.533
589.908,268.843,101.548,325.612,749.067,257.817,32.776,177.320,838.316,177.376,324.633,137.663,72.763,183.934
591.891,272.268,100.211,326.139,747.809,256.611,38.946,159.696,837.302,176.383,320.484,138.996,72.572,184.196
594.316,276.217,98.569,326.897,751.053,259.310,43.573,144.946,839.413,178.840,313.383,139.804,71.480,186.129
595.689,278.392,97.053,328.138,748.374,257.234,46.831,133.277,837.752,177.636,303.867,139.755,71.862,185.223
596.642,279.999,98.108,329.902,747.746,256.822,53.076,119.827,837.314,177.105,293.361,139.738,71.426,185.751
598.997,284.124,104.137,332.660,751.132,259.205,59.952,108.755,838.251,178.108,282.648,140.590,70.529,187.215
599.966,285.765,112.113,332.936,749.590,258.140,66.052,99.558,837.200,177.684,274.718,140.685,70.998,186.299
601.251,287.508,119.686,332.097,747.727,256.796,72.833,90.946,836.714,177.330,267.381,140.989,70.761,186.730
603.329,291.479,128.432,331.371,750.326,258.661,80.680,83.179,837.705,178.437,259.555,141.195,69.979,188.203
604.352,292.932,135.598,331.738,749.529,258.083,87.314,77.499,836.598,177.510,253.931,141.267,69.860,188.114
604.932,293.835,140.589,332.322,748.060,256.944,96.611,68.218,835.977,177.260,247.084,141.376,70.270,187.258
607.038,297.483,147.544,333.125,750.173,258.909,111.407,55.058,837.907,179.134,239.652,141.342,70.098,187.955
608.031,299.284,154.211,331.988,748.454,257.210,118.641,55.758,836.410,177.878,235.312,141.369,69.779,188.458
608.951,300.498,162.351,329.960,747.626,256.553,124.725,55.879,836.048,177.541,230.717,141.412,69.774,188.555
611.893,305.176,171.986,326.743,750.952,259.305,130.548,54.695,837.096,178.866,225.340,141.461,69.490,189.056
611.898,304.825,178.709,324.853,747.755,256.679,141.047,52.887,835.737,177.777,221.264,141.584,69.837,188.382
613.082,305.892,184.441,323.378,747.096,255.984,154.474,60.836,834.988,177.377,217.847,141.535,69.722,188.775
616.156,309.483,191.785,321.136,750.297,258.858,169.238,75.522,836.070,178.333,214.380,141.642,69.532,188.959
615.337,308.967,200.211,314.290,747.487,256.440,185.269,88.499,835.947,178.364,211.199,141.733,69.549,188.825
616.217,310.427,214.961,299.842,747.466,256.413,200.214,97.868,835.155,177.732,208.012,141.611,69.781,188.561
618.694,313.096,229.245,287.195,750.110,258.759,219.131,103.137,836.382,179.256,204.887,141.489,69.368,189.237
618.675,313.168,241.007,274.871,747.599,256.606,238.582,102.180,835.084,178.154,202.098,141.295,69.422,189.159
619.661,314.435,251.347,264.465,747.497,256.436,257.110,100.507,834.569,177.683,200.925,141.067,69.683,188.639
622.569,319.148,264.579,249.783,749.060,257.701,275.004,99.282,835.691,179.111,197.702,140.758,69.366,189.321
623.877,321.927,272.541,232.701,747.608,256.756,287.646,98.246,834.405,177.935,196.468,140.410,69.244,189.453
624.840,323.922,280.203,216.160,746.986,256.125,302.634,97.581,834.180,177.809,189.851,136.316,69.446,188.975
627.504,328.647,288.402,201.850,750.146,258.729,316.471,97.122,835.819,179.600,183.869,126.312,69.454,189.426
629.113,331.397,295.462,190.482,747.891,256.899,328.693,97.275,834.874,179.029,181.127,116.553,69.324,189.461
629.454,332.294,301.975,180.204,746.656,255.927,344.896,100.385,834.228,178.254,179.617,108.035,69.687,188.855
632.086,336.342,307.358,171.689,749.479,258.225,368.069,103.103,834.994,179.334,181.193,100.327,69.171,190.052
632.127,336.835,312.186,164.581,747.316,256.504,388.148,104.079,834.917,179.460,187.115,95.452,69.568,188.991
633.099,338.546,316.409,158.365,747.443,256.429,406.446,105.845,834.180,178.848,195.155,91.630,69.878,188.922
635.883,343.039,320.707,152.267,748.992,257.831,426.260,104.914,835.272,180.236,205.022,88.646,68.833,195.042
635.952,343.352,323.439,148.190,748.269,257.132,441.769,101.478,834.695,179.743,213.934,86.610,69.740,202.199
635.814,343.496,326.484,143.863,746.810,255.858,456.556,98.980,834.137,179.366,221.286,85.040,70.460,209.219
638.683,348.261,329.628,139.145,749.089,258.117,475.171,92.233,835.053,180.403,229.125,83.022,71.246,216.124
638.419,348.120,331.866,135.896,747.598,256.519,485.152,80.590,834.382,179.752,235.507,81.231,71.402,220.058
638.760,348.702,334.548,131.768,747.479,256.409,492.348,66.825,834.005,179.479,240.870,79.363,71.532,224.511
641.065,352.371,339.695,126.630,749.516,258.396,498.134,54.759,835.227,180.945,247.790,76.735,70.749,230.008
640.437,351.706,349.072,122.356,746.728,256.028,501.805,47.187,834.123,179.860,252.787,75.235,70.095,232.657
641.197,353.053,354.365,121.603,746.967,256.185,504.693,43.266,833.473,179.433,261.459,74.851,69.442,236.381
642.348,355.167,362.575,120.129,748.292,257.464,507.193,44.993,834.314,180.448,271.629,75.853,68.554,240.364
642.443,355.376,368.670,119.339,747.361,256.572,509.703,48.008,833.612,179.839,282.055,76.965,67.906,243.162
642.776,355.893,373.755,118.741,746.825,256.184,512.255,47.786,833.368,179.647,291.026,77.672,67.097,246.092
644.494,358.994,380.533,117.357,748.001,257.426,513.210,47.992,834.306,181.010,300.052,78.520,66.448,249.219
644.558,359.050,384.503,116.860,746.490,256.120,513.922,47.855,833.320,179.998,306.727,79.037,65.510,252.148
644.431,358.993,387.888,116.455,746.008,255.632,513.845,48.072,833.230,180.171,313.365,79.469,64.974,253.834
645.857,361.387,392.776,115.559,748.288,257.759,513.804,46.900,834.715,182.054,319.678,80.096,63.936,258.693
645.367,360.632,395.431,115.260,747.254,256.754,512.573,47.985,833.448,180.692,326.572,80.924,63.376,259.348
645.231,360.571,400.664,114.743,746.380,256.086,512.415,46.367,833.300,180.534,330.940,81.224,62.684,260.715
646.467,362.547,411.741,113.789,748.082,257.525,514.338,44.204,834.466,182.136,337.781,81.953,62.475,264.882
646.374,362.388,421.523,111.133,746.628,256.364,517.449,47.635,832.890,180.516,340.536,82.011,63.326,267.465
646.459,362.433,430.314,107.856,746.968,256.697,519.748,59.356,832.942,180.738,345.999,82.629,64.654,270.964
647.885,364.639,438.367,104.662,748.127,257.838,518.447,80.308,833.922,181.925,349.488,82.667,66.821,275.726
647.527,364.030,447.266,100.762,746.584,256.289,517.249,100.141,832.836,180.774,352.284,82.654,67.727,278.150
646.744,362.945,460.681,90.274,746.844,256.404,516.281,122.002,833.095,181.087,355.959,82.805,68.984,280.832
648.496,365.701,479.131,81.169,747.978,257.672,506.379,139.837,833.874,182.440,360.510,82.747,70.480,284.187
647.824,364.582,493.654,73.798,746.527,256.223,493.721,149.930,832.953,181.449,362.027,82.650,71.211,286.470
647.756,364.449,512.179,73.009,746.135,255.781,479.473,159.574,832.795,181.231,365.070,82.681,71.599,287.552
649.424,367.026,539.266,76.505,748.424,258.269,465.623,167.985,834.154,183.143,367.871,82.709,72.948,290.865
648.413,365.495,564.533,82.518,745.885,255.856,447.640,169.484,832.810,181.437,370.735,83.040,72.687,291.052
648.248,365.328,589.783,86.382,746.285,256.344,426.571,165.721,832.413,180.961,371.375,82.819,73.331,292.843
649.521,367.451,624.184,95.836,747.651,257.690,407.191,163.262,833.516,182.454,375.032,83.090,74.879,296.248
649.328,367.147,656.838,95.935,746.225,256.227,391.837,161.636,832.903,181.943,376.620,83.363,74.086,295.507
649.346,366.971,682.840,94.543,746.360,256.553,377.236,159.575,832.463,181.484,378.295,83.619,74.230,296.666
650.272,368.300,704.614,94.765,748.453,258.637,363.514,157.586,833.525,183.101,380.626,83.959,75.438,299.432
649.281,366.927,725.301,91.517,746.025,256.360,350.187,155.591,832.214,181.291,383.447,83.906,75.379,299.900
648.711,365.965,754.784,90.140,745.794,256.215,334.496,149.853,832.666,182.090,395.124,83.248,79.111,303.708
650.675,368.565,787.408,91.262,748.750,259.118,320.092,142.786,833.674,183.956,408.459,83.231,84.828,309.899
649.804,367.231,809.466,95.921,746.042,256.515,307.201,137.326,832.258,182.469,419.310,83.976,89.487,316.088
649.630,366.791,826.696,99.776,745.206,255.637,294.692,132.685,831.619,181.728,428.368,83.932,93.448,321.241
651.109,369.011,849.251,105.124,748.207,258.625,283.316,128.862,833.563,184.648,443.344,83.928,98.314,326.975
650.132,367.331,862.957,121.178,745.770,256.181,275.087,126.190,831.192,181.620,455.458,86.406,101.203,330.509
650.021,367.361,887.039,144.394,745.912,256.303,265.577,123.088,831.352,181.869,472.616,88.618,104.593,334.214
651.680,369.816,904.208,165.076,748.131,258.375,256.518,120.147,832.983,184.009,490.033,91.383,109.091,339.242
650.302,367.533,917.548,183.205,746.374,256.827,248.887,117.461,831.159,181.217,504.661,95.198,110.818,341.430
650.440,367.789,920.972,202.401,745.605,255.871,242.661,115.297,831.727,181.726,520.501,98.498,114.063,344.825
652.058,369.938,908.229,216.062,747.509,257.838,234.931,112.613,833.075,183.647,535.149,102.043,117.001,348.136
650.976,368.202,893.516,223.900,745.623,255.924,228.909,110.394,831.333,181.008,546.333,105.434,118.208,350.002
650.935,368.062,879.527,231.087,745.804,256.154,223.789,108.366,831.707,181.466,558.970,108.762,119.940,352.281
652.274,369.878,857.349,246.064,747.365,257.624,218.056,106.241,833.447,183.498,569.833,111.112,123.609,355.845
650.557,367.276,831.288,261.225,745.712,256.042,213.969,104.749,832.380,181.961,579.707,113.420,123.406,356.474
651.261,368.135,797.699,273.603,745.196,255.560,208.119,103.752,832.133,182.176,589.392,115.898,125.305,358.710
652.804,370.267,761.762,284.561,747.054,254.634,193.685,106.012,832.812,183.587,598.260,118.115,125.868,360.238
650.958,367.520,725.825,295.518,748.911,253.708,176.281,110.660,831.761,182.860,604.328,119.656,125.651,360.814
651.463,368.220,650.986,280.308,759.526,226.133,155.533,115.657,831.326,182.796,611.327,120.311,127.224,362.539
653.035,370.177,593.570,247.766,750.240,208.426,170.468,179.049,831.810,184.169,618.811,120.513,129.956,365.047
651.381,367.724,559.476,228.967,739.082,202.372,208.254,225.565,830.889,183.396,623.756,120.812,130.031,365.643
651.570,367.920,533.319,216.893,729.052,198.439,235.587,264.389,830.544,183.130,629.615,120.620,130.870,366.610
653.908,370.905,513.434,206.261,721.228,196.178,257.443,295.144,831.766,185.072,634.825,120.311,133.054,368.420
652.115,368.378,501.797,197.526,719.296,195.540,274.841,319.918,830.185,182.706,638.280,120.398,133.380,369.107
652.626,369.190,501.258,186.391,714.775,194.768,298.799,328.144,830.549,183.228,643.142,119.928,133.648,369.794
654.240,370.632,511.973,176.854,708.602,193.419,311.864,304.888,831.098,184.377,647.265,119.424,137.743,372.679
653.266,369.251,523.247,171.243,705.926,192.634,321.146,280.978,830.549,183.458,650.510,119.264,138.375,373.833
654.505,370.286,533.031,166.530,700.927,190.739,330.887,254.132,830.465,183.199,653.968,119.031,139.070,374.818
656.581,371.966,542.556,161.597,696.288,189.179,344.573,221.334,831.026,184.386,658.456,118.291,141.697,376.955
655.265,369.965,549.943,157.707,694.538,189.949,359.387,187.972,830.580,183.911,667.645,113.141,141.955,377.494
656.018,370.418,556.203,154.549,692.786,193.845,378.251,159.371,830.776,184.354,681.177,106.479,143.148,378.632
658.543,371.909,565.316,149.948,693.223,199.079,394.134,134.038,831.924,185.960,695.900,102.168,146.110,380.690
657.231,370.683,569.862,148.329,694.150,201.818,404.652,113.865,830.839,184.647,705.727,99.933,145.961,381.118
657.703,370.959,575.473,145.355,696.381,207.136,416.125,98.281,830.942,184.941,715.382,98.106,147.386,382.283
660.450,372.726,581.325,141.805,698.257,210.993,430.957,89.803,831.812,186.326,725.634,96.573,150.110,384.284
658.634,371.437,584.633,139.996,699.640,212.990,443.232,83.923,830.829,185.051,732.777,95.051,149.721,384.444
660.154,372.370,588.815,137.503,701.633,216.832,453.678,78.169,831.024,185.433,739.548,93.869,150.925,385.424
661.741,373.329,592.035,135.771,703.260,220.261,462.414,71.186,831.735,186.600,748.776,92.665,153.954,387.365
660.519,372.754,593.875,135.170,703.953,220.916,467.153,64.193,831.069,185.645,752.694,91.904,154.402,387.972
664.667,373.659,596.983,132.897,705.500,224.001,470.412,56.657,831.003,185.809,759.315,90.865,154.819,388.488
671.903,375.035,600.240,130.334,706.840,226.854,472.138,49.181,832.358,187.638,765.783,89.616,157.800,390.005
674.300,375.476,602.425,128.769,707.664,227.753,472.593,50.239,831.557,186.583,769.226,89.214,159.353,390.007
677.547,376.276,603.758,128.300,708.483,229.345,473.069,48.995,831.225,185.984,774.652,88.244,166.314,389.978
684.542,377.882,607.818,124.506,709.861,231.906,474.023,47.588,832.895,188.558,779.564,87.537,174.196,390.335
684.898,377.766,609.536,124.091,710.188,231.816,475.516,48.836,831.512,186.458,781.542,87.271,179.589,391.156
689.238,378.420,614.023,121.894,711.287,233.696,477.281,48.955,831.794,186.857,786.016,86.442,184.906,391.306
694.311,379.519,618.697,120.097,712.684,236.165,479.007,48.377,832.462,188.074,791.143,85.624,191.510,391.357
695.055,379.562,621.867,118.984,712.787,235.815,479.735,49.649,831.835,186.958,792.411,85.660,194.212,391.593
698.068,379.859,625.779,117.695,713.440,236.725,480.867,49.383,831.954,187.162,795.741,84.834,198.520,391.428
701.622,380.477,630.023,116.039,714.457,238.323,481.700,49.113,832.938,188.733,799.639,84.102,204.639,391.001
701.501,380.745,633.317,114.660,714.730,238.222,480.689,52.598,831.707,186.787,801.765,83.898,205.591,391.582
703.386,381.082,636.602,113.629,715.489,239.543,480.795,52.897,832.196,187.795,804.586,83.525,209.557,390.151
706.584,381.638,639.358,112.366,716.549,241.005,480.814,53.136,832.856,188.911,808.854,82.839,215.748,386.421
707.248,381.360,641.260,111.707,716.226,239.626,480.126,54.720,832.054,187.411,809.575,82.518,219.936,383.729
708.383,381.356,644.265,110.640,716.664,240.474,479.614,55.731,832.345,187.777,813.368,82.681,225.806,379.997
711.546,381.583,648.221,109.283,717.405,241.620,479.361,55.349,833.035,189.148,819.758,84.441,230.684,376.660
710.597,381.064,648.266,109.113,717.295,240.930,479.037,56.073,831.656,186.993,823.455,85.900,233.510,375.050
714.005,381.082,650.914,108.194,717.733,241.397,482.430,49.434,831.824,187.213,829.650,87.982,236.605,372.809
715.808,381.136,654.938,106.652,718.725,242.940,488.352,42.649,833.009,189.218,835.030,89.898,240.772,369.905
715.362,380.611,653.922,106.599,718.530,241.951,490.906,44.123,831.745,186.981,837.505,90.706,242.126,369.097
716.958,380.454,656.572,105.670,719.016,242.724,494.916,44.605,832.263,187.856,841.779,92.212,245.305,366.800
717.503,380.091,659.224,104.479,719.591,243.533,499.731,45.349,832.725,188.680,846.204,93.772,250.348,361.616
718.861,380.008,659.199,104.336,719.119,242.417,500.378,47.165,831.576,186.882,847.602,94.135,256.344,350.055
719.217,379.672,660.489,103.667,719.471,242.777,501.574,48.243,832.240,188.083,851.115,95.337,264.862,337.735
722.645,379.893,662.788,102.670,720.294,244.191,503.748,53.353,832.824,188.878,856.297,98.888,273.575,323.222
720.866,379.023,661.578,102.699,720.116,243.297,505.442,61.217,831.730,186.910,861.572,103.812,278.324,312.691
723.365,379.167,663.836,101.830,720.068,243.130,506.465,65.278,831.865,187.345,869.664,110.744,283.899,301.030
725.743,378.829,665.673,100.859,720.290,243.312,507.379,70.193,832.454,188.504,878.445,117.497,289.344,290.865
723.263,378.361,665.158,100.803,720.361,242.963,507.288,73.510,831.748,187.139,886.042,124.630,293.847,283.271
726.015,378.244,665.844,100.266,720.817,243.532,502.438,71.080,832.062,187.355,894.196,133.872,299.004,274.613
727.119,378.121,667.953,99.352,721.371,244.564,492.597,63.210,832.536,186.510,902.541,141.796,303.783,266.867
726.466,377.501,666.944,99.449,720.755,243.216,484.992,54.841,832.879,186.398,909.879,148.522,306.929,261.720
728.190,377.520,668.037,98.850,721.094,243.593,476.375,45.362,833.922,188.887,916.398,154.480,310.862,255.100
729.715,377.306,668.881,98.251,722.191,245.125,460.218,36.786,834.198,190.500,922.470,161.171,314.482,249.123
727.921,377.210,668.655,98.125,721.360,243.308,443.791,29.960,834.252,187.718,927.154,166.707,317.403,244.406
730.298,376.745,669.351,97.578,721.648,243.655,428.284,25.897,833.940,187.690,931.948,173.089,320.478,239.137
732.185,376.420,670.487,96.960,722.697,245.499,414.766,25.532,833.404,189.709,935.976,178.459,323.294,234.047
730.163,376.656,669.493,97.098,721.443,242.975,411.134,38.049,832.677,189.699,939.459,183.326,325.322,230.944
730.991,376.286,670.419,96.463,722.173,244.110,413.329,60.308,831.517,192.096,943.328,188.696,328.042,226.140
733.695,376.401,671.835,95.932,723.249,245.805,417.921,86.536,830.542,195.351,946.268,193.474,330.645,221.763
731.340,376.073,670.660,96.066,722.211,243.609,420.802,111.041,830.253,196.435,947.678,201.184,332.092,219.459
734.256,375.992,670.908,95.711,722.454,243.970,424.622,133.694,829.584,199.481,947.072,209.683,333.933,216.097
735.483,376.159,672.404,94.967,723.184,245.019,423.134,155.242,829.042,202.247,945.178,218.556,335.907,212.553
734.745,375.808,670.184,95.649,722.013,242.780,415.084,169.093,828.312,204.876,943.065,226.186,337.354,210.081
734.742,376.029,672.176,94.690,722.687,243.830,405.199,177.122,827.845,207.187,941.530,231.317,338.780,207.544
736.443,376.252,672.386,94.499,723.763,245.804,394.383,182.524,827.211,209.501,939.708,237.160,338.127,198.451
734.946,376.098,670.456,94.848,722.672,243.306,387.985,185.578,826.889,209.571,938.154,241.952,328.519,187.674
736.176,376.011,671.536,94.337,723.064,243.907,380.138,188.738,826.074,212.001,935.431,247.094,318.115,176.319
738.483,376.443,673.251,93.721,723.753,245.146,373.725,191.440,825.331,214.128,929.972,249.360,309.649,166.627
736.309,376.439,671.239,94.117,723.035,243.401,369.592,193.297,824.894,213.622,923.820,245.928,302.364,158.386
737.256,376.572,671.902,93.736,723.626,244.306,361.293,194.980,823.954,216.570,915.354,239.579,295.389,151.165
738.847,377.038,672.406,93.359,724.013,244.947,358.111,188.234,823.202,218.634,905.797,230.843,287.729,144.387
737.748,376.710,670.919,93.831,723.139,242.976,364.547,178.656,823.025,217.010,898.406,224.333,281.871,139.078
737.842,376.852,672.487,93.279,723.634,243.667,375.454,164.603,822.233,218.655,889.980,218.031,275.584,133.961
740.948,377.069,674.699,93.224,724.044,244.452,386.764,148.074,821.439,220.614,881.988,212.643,270.016,129.360
737.378,376.820,678.262,94.030,723.618,243.305,400.695,134.281,820.758,220.604,875.681,208.649,265.488,125.683
740.077,376.961,684.077,94.713,723.850,243.431,417.645,116.694,820.401,220.580,868.951,204.467,260.509,121.495
740.687,377.239,690.795,95.542,724.528,244.513,431.113,99.480,819.421,222.474,862.068,200.386,255.723,117.062
739.306,377.056,694.334,96.156,723.770,243.039,440.944,90.296,818.990,221.246,857.503,197.745,251.677,113.371
739.741,377.138,699.556,96.789,724.188,243.778,454.627,82.316,818.333,221.984,851.358,195.314,247.248,109.324
741.222,377.363,704.755,97.672,725.581,246.007,470.230,74.313,817.676,222.722,845.213,192.882,244.143,106.263
740.292,377.337,705.301,97.584,723.992,243.049,486.049,72.475,817.019,223.460,839.068,190.451,241.022,103.145
741.209,377.284,709.396,97.787,724.477,243.728,506.449,72.284,816.362,224.197,832.924,188.019,237.823,100.089
742.888,377.467,712.278,97.611,725.064,244.730,523.652,71.811,815.704,224.935,826.779,185.588,235.218,97.452
741.094,377.426,714.792,97.729,724.574,243.129,541.330,76.004,815.047,225.673,820.634,183.156,232.922,94.987
739.743,377.791,718.480,98.049,725.015,244.180,565.233,80.478,814.390,226.411,814.489,180.725,229.892,92.041
738.701,378.032,723.579,99.842,725.242,244.416,582.251,82.557,813.733,227.149,808.344,178.293,228.102,89.996
735.817,377.988,727.213,101.841,724.738,243.181,598.552,83.711,813.076,227.887,802.199,175.861,226.364,87.940
736.012,378.023,731.716,104.096,724.779,243.158,617.474,79.666,812.419,228.624,796.054,173.430,223.996,85.376
736.400,377.846,736.828,106.506,726.299,245.972,638.633,76.101,811.762,229.362,789.909,170.998,221.715,83.146
734.283,377.798,739.211,107.686,724.904,243.127,654.791,66.286,814.351,235.478,777.050,171.870,220.293,82.006
735.129,377.599,743.359,109.627,725.561,243.986,670.530,50.494,821.868,247.289,763.485,171.817,213.582,79.350
735.441,377.473,746.381,111.068,725.991,244.724,691.800,49.704,828.280,259.055,750.835,170.485,203.597,78.394
732.008,377.574,747.702,112.233,724.869,242.376,712.662,57.269,832.797,268.335,741.880,169.239,198.926,78.529
732.824,377.411,750.771,113.789,726.212,244.266,731.951,63.317,836.688,277.661,731.254,167.368,193.411,78.833
732.219,377.225,753.968,115.646,727.053,245.136,744.185,66.980,840.131,286.203,722.191,165.672,187.925,79.293
728.638,377.608,754.377,116.199,726.000,242.879,753.505,69.600,842.437,291.886,717.212,164.542,183.942,79.385
728.832,377.503,757.330,117.813,726.831,244.043,761.533,71.893,846.115,297.895,710.181,163.031,178.860,79.555
728.900,377.359,758.746,118.829,727.354,244.497,769.719,73.740,849.604,301.201,704.061,161.717,175.298,79.611
726.511,377.656,759.103,119.283,727.065,243.309,773.858,74.464,851.089,299.971,697.744,160.219,173.526,79.292
726.950,377.326,760.724,120.287,727.439,243.303,778.312,75.274,853.804,295.816,692.912,158.964,169.419,79.461
727.466,377.233,762.625,121.268,728.196,244.286,784.610,76.471,854.595,290.011,687.976,158.235,166.286,79.458
724.297,377.644,762.291,121.358,727.655,242.594,788.043,76.926,853.570,287.861,678.779,156.716,164.727,79.295
726.647,376.913,764.382,122.390,728.328,243.340,792.936,77.774,853.585,281.975,666.524,152.400,162.161,79.292
725.574,377.025,765.904,123.091,728.493,243.096,797.079,78.411,853.127,276.124,655.250,147.499,159.302,79.724
723.667,377.118,764.929,122.807,727.813,241.627,798.847,78.640,850.785,274.257,644.844,144.055,158.424,79.336
724.485,376.631,767.161,123.772,728.623,242.299,803.826,79.223,845.314,266.735,635.269,141.739,154.967,79.816
724.681,376.490,768.701,124.464,728.947,242.419,806.794,79.797,837.686,257.050,626.378,139.509,151.261,81.556
722.739,376.586,768.149,124.221,728.228,240.892,808.811,79.983,831.198,247.924,619.256,138.000,148.878,83.392
722.669,376.408,770.136,124.888,729.553,242.594,813.431,80.485,823.621,238.489,610.992,135.974,145.586,86.222
722.525,376.267,770.692,125.177,730.029,242.962,815.680,80.694,813.008,230.556,604.352,134.197,143.228,88.807
720.336,376.532,770.187,124.867,729.228,241.582,818.419,80.281,800.066,220.733,598.458,132.769,140.694,91.811
721.107,376.066,771.396,125.216,730.216,242.389,826.214,73.181,785.728,207.763,592.544,131.105,138.402,94.497
721.686,375.752,771.455,125.175,730.322,242.460,827.209,62.115,768.346,195.936,587.719,129.698,136.875,96.339
721.086,376.138,771.117,124.753,729.903,241.484,827.117,55.309,752.888,183.710,582.060,127.684,134.971,98.606
722.716,376.351,772.173,125.174,731.550,243.052,821.275,51.645,738.865,169.363,577.382,126.217,133.451,100.563
724.359,376.826,772.917,125.691,731.995,243.028,805.774,54.389,727.384,158.603,573.123,124.846,132.127,102.204
722.230,377.181,771.229,125.502,731.243,241.419,781.697,57.892,715.005,147.703,568.917,123.189,131.242,103.050
723.812,378.182,772.056,126.469,732.439,242.465,762.071,56.282,701.288,133.151,562.944,117.568,129.620,105.320
724.660,379.211,770.986,126.473,733.369,243.270,740.190,58.357,689.866,121.524,560.126,110.206,128.345,106.592
722.124,378.737,770.915,126.711,731.794,240.788,714.771,56.242,677.750,110.792,559.038,102.887,127.382,107.859
723.908,379.779,771.317,127.233,732.957,241.843,689.561,54.398,663.417,99.092,558.402,95.900,125.871,109.648
723.972,380.090,770.812,127.287,733.095,242.144,670.508,55.786,648.339,95.035,558.138,88.241,125.018,110.681
723.003,379.803,769.251,127.016,731.648,240.100,657.974,56.403,626.926,90.216,557.940,84.250,124.877,110.908
724.266,380.590,771.223,128.226,733.129,241.784,645.731,56.592,601.548,89.668,557.649,77.819,123.879,112.259
724.517,380.778,771.788,129.019,733.225,241.892,634.485,57.699,576.103,92.696,564.692,61.861,123.458,112.897
722.273,379.955,770.779,129.287,731.538,239.719,624.203,56.610,550.659,95.724,571.735,45.902,122.587,113.782
723.474,380.599,772.815,131.363,732.818,241.212,614.763,54.934,525.214,98.752,578.778,29.944,121.800,114.854
723.686,380.841,774.329,133.594,733.045,241.412,606.652,53.568,506.363,102.825,592.339,24.170,121.472,115.197
721.972,380.097,774.845,135.214,731.652,239.744,571.000,47.000,493.218,104.894,593.628,24.824,121.215,115.672
722.785,380.562,776.931,137.948,733.736,241.922,556.818,45.934,478.461,106.364,594.918,25.478,120.500,116.713
723.102,380.780,778.025,139.773,733.210,241.277,537.298,51.004,466.326,107.352,600.303,31.758,120.396,116.486
721.435,380.261,777.173,140.212,732.287,240.199,517.798,55.372,458.145,107.776,603.677,37.602,120.431,116.562
722.819,380.921,778.794,142.449,733.172,240.956,503.104,60.225,448.000,108.232,606.450,43.062,119.418,117.969
721.412,380.439,779.933,144.277,733.095,240.779,491.589,62.929,438.642,108.887,609.992,48.005,119.492,117.775
720.194,380.124,779.837,144.674,732.590,240.078,483.281,61.929,433.035,109.011,612.795,51.971,119.106,118.211
721.406,380.677,783.187,146.841,733.259,240.684,472.400,56.278,423.253,109.670,617.123,56.306,118.857,118.423
720.310,380.294,787.756,148.928,734.215,241.452,462.245,50.007,416.050,110.116,619.580,58.837,118.657,119.082
718.224,379.759,787.987,149.158,733.269,240.121,445.814,48.829,411.819,109.761,622.324,61.432,118.716,118.679
719.955,380.702,792.061,150.927,734.484,241.370,423.080,53.654,403.762,110.220,626.408,64.808,118.426,119.249
721.080,380.418,794.507,152.194,734.340,240.903,400.001,60.984,398.803,110.720,628.779,66.986,117.842,120.043
719.992,379.847,795.641,152.843,733.551,240.048,372.866,74.510,394.773,110.651,630.794,68.459,117.793,120.075
723.647,379.639,798.440,154.076,734.954,240.960,346.556,82.257,388.434,109.589,632.871,70.120,117.393,120.607
723.895,378.932,799.307,154.625,735.054,240.888,328.772,85.222,385.544,107.223,635.431,72.222,116.969,121.294
723.025,378.500,800.963,155.483,733.514,239.514,310.989,88.187,382.655,104.856,635.702,72.356,117.534,120.407
725.825,378.333,802.731,156.277,735.399,240.832,297.202,89.097,380.940,99.304,638.867,74.859,116.833,121.517
726.825,377.769,804.112,157.082,735.390,240.539,287.519,89.700,380.416,94.701,640.904,76.301,116.974,121.229
